iid,pid,gender,age,age_o,d_age,race,race_o,samerace,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,expected_num_interested_in_me,expected_num_matches,like,guess_prob_liked,met,decision,decision_o,match,
261,273,female,26,29,3,asian/pacific islander/asian-american,european/caucasian-american,0,1,4,biology,30,25,18,18,4,5,2,7,7,5,5,4,15,20,20,20,15,10,5,8,7,7,8,6,8,8,6,5,7,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,0.34,3,,4,6,5,0,0,0,0,
261,274,female,26,24,2,asian/pacific islander/asian-american,latino/hispanic american,0,1,4,biology,30,10,20,20,10,10,3,0,6,5,4,5,15,20,20,20,15,10,5,8,7,7,8,5,6,7,6,6,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,0.39,3,,4,7,5,0,0,0,0,
261,275,female,26,21,5,asian/pacific islander/asian-american,european/caucasian-american,0,1,4,biology,25,10,25,5,10,25,6,6,7,5,6,7,15,20,20,20,15,10,5,8,7,7,8,8,8,8,8,7,7,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,0.54,3,,4,7,5,0,1,1,1,
261,276,female,26,26,0,asian/pacific islander/asian-american,european/caucasian-american,0,1,4,biology,24,16,28,14,8,10,8,10,9,7,5,8,15,20,20,20,15,10,5,8,7,7,8,8,10,9,8,7,8,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,0.7,3,,4,9,10,1,1,1,1,
261,277,female,26,25,1,asian/pacific islander/asian-american,european/caucasian-american,0,1,4,biology,60,20,0,20,0,0,6,7,7,7,,7,15,20,20,20,15,10,5,8,7,7,8,8,8,8,8,7,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,0.13,3,,4,8,7,0,1,1,1,
261,278,female,26,32,6,asian/pacific islander/asian-american,european/caucasian-american,0,1,4,biology,25,15,20,25,10,5,5,5,6,5,5,2,15,20,20,20,15,10,5,8,7,7,8,5,7,7,6,6,4,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,0.68,3,,4,6,5,0,0,0,0,
261,279,female,26,25,1,asian/pacific islander/asian-american,european/caucasian-american,0,1,4,biology,27,15,28,10,10,10,7,8,10,9,7,8,15,20,20,20,15,10,5,8,7,7,8,8,6,8,8,8,5,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,-0.01,3,,4,6,5,1,1,0,0,
261,280,female,26,25,1,asian/pacific islander/asian-american,european/caucasian-american,0,1,4,biology,25,20,30,15,5,5,7,7,8,7,7,7,15,20,20,20,15,10,5,8,7,7,8,4,8,8,7,8,7,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,0.63,3,,4,7,5,1,1,1,1,
261,281,female,26,27,1,asian/pacific islander/asian-american,european/caucasian-american,0,1,4,biology,20,20,20,15,5,20,3,7,9,3,5,3,15,20,20,20,15,10,5,8,7,7,8,6,8,9,6,6,5,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,0.48,3,,4,6,5,0,0,0,0,
261,282,female,26,23,3,asian/pacific islander/asian-american,black/african american,0,1,4,biology,25,15,20,20,10,10,7,7,7,7,7,,15,20,20,20,15,10,5,8,7,7,8,5,7,8,8,8,5,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,0.02,3,,4,6,5,0,0,1,0,
261,283,female,26,27,1,asian/pacific islander/asian-american,asian/pacific islander/asian-american,1,1,4,biology,50,10,10,10,10,10,6,6,6,6,6,6,15,20,20,20,15,10,5,8,7,7,8,3,6,7,5,7,4,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,0.08,3,,4,7,5,0,0,1,0,
261,284,female,26,27,1,asian/pacific islander/asian-american,european/caucasian-american,0,1,4,biology,25,20,25,20,10,0,6,8,8,5,6,,15,20,20,20,15,10,5,8,7,7,8,3,5,6,5,4,3,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,0.43,3,,4,6,5,0,0,0,0,
261,285,female,26,24,2,asian/pacific islander/asian-american,other,0,1,4,biology,20,20,25,25,5,5,6,6,6,6,6,6,15,20,20,20,15,10,5,8,7,7,8,5,7,7,5,6,5,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,0.08,3,,4,6,5,0,0,1,0,
261,286,female,26,22,4,asian/pacific islander/asian-american,european/caucasian-american,0,1,4,biology,10,15,25,15,15,20,6,,8,,,9,15,20,20,20,15,10,5,8,7,7,8,4,5,6,5,5,3,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,0.22,3,,4,4,5,0,0,1,0,
261,287,female,26,22,4,asian/pacific islander/asian-american,asian/pacific islander/asian-american,1,1,4,biology,35,40,5,5,7,8,4,6,5,4,5,7,15,20,20,20,15,10,5,8,7,7,8,6,4,6,5,6,4,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,0.1,3,,4,3,4,0,0,0,0,
261,288,female,26,27,1,asian/pacific islander/asian-american,european/caucasian-american,0,1,4,biology,20,20,15,25,10,10,4,6,6,5,6,5,15,20,20,20,15,10,5,8,7,7,8,7,6,7,8,7,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,0.59,3,,4,7,5,0,1,0,0,
261,289,female,26,28,2,asian/pacific islander/asian-american,asian/pacific islander/asian-american,1,1,4,biology,20,30,10,20,0,20,4,2,6,2,7,2,15,20,20,20,15,10,5,8,7,7,8,6,7,7,9,8,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,0.17,3,,4,8,6,0,1,0,0,
261,290,female,26,34,8,asian/pacific islander/asian-american,european/caucasian-american,0,1,4,biology,30,10,30,10,5,15,5,7,8,6,7,3,15,20,20,20,15,10,5,8,7,7,8,7,8,7,6,6,8,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,0.51,3,,4,7,5,0,1,0,0,
261,291,female,26,27,1,asian/pacific islander/asian-american,asian/pacific islander/asian-american,1,1,4,biology,20,20,15,15,12,18,6,7,8,7,6,6,15,20,20,20,15,10,5,8,7,7,8,4,8,8,7,8,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,0.3,3,,4,7,5,1,1,1,1,
261,292,female,26,28,2,asian/pacific islander/asian-american,black/african american,0,1,4,biology,20,18,20,17,10,15,5,9,7,4,6,4,15,20,20,20,15,10,5,8,7,7,8,6,6,6,8,8,4,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,0.28,3,,4,6,7,0,0,0,0,
261,293,female,26,28,2,asian/pacific islander/asian-american,latino/hispanic american,0,1,4,biology,23,18,21,18,10,10,5,6,7,6,5,5,15,20,20,20,15,10,5,8,7,7,8,7,6,7,6,5,5,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,0.69,3,,4,5,5,0,0,0,0,
262,273,female,29,29,0,european/caucasian-american,european/caucasian-american,1,1,10,psychology,30,25,18,18,4,5,2,8,9,9,8,5,10,40,20,20,0,10,6,10,5,9,3,9,9,9,9,8,7,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,0.19,1,,1,8,7,0,1,0,0,
262,274,female,29,24,5,european/caucasian-american,latino/hispanic american,0,1,10,psychology,30,10,20,20,10,10,4,6,7,6,2,5,10,40,20,20,0,10,6,10,5,9,3,7,7,8,7,8,4,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,0.09,1,,1,7,2,0,0,0,0,
262,275,female,29,21,8,european/caucasian-american,european/caucasian-american,1,1,10,psychology,25,10,25,5,10,25,4,7,8,5,8,7,10,40,20,20,0,10,6,10,5,9,3,6,8,8,5,8,5,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,0.2,1,,1,5,4,0,0,1,0,
262,276,female,29,26,3,european/caucasian-american,european/caucasian-american,1,1,10,psychology,24,16,28,14,8,10,5,6,7,3,6,6,10,40,20,20,0,10,6,10,5,9,3,7,7,8,8,7,6,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,0.39,1,,1,7,5,0,0,0,0,
262,277,female,29,25,4,european/caucasian-american,european/caucasian-american,1,1,10,psychology,60,20,0,20,0,0,5,5,5,5,,,10,40,20,20,0,10,6,10,5,9,3,8,7,8,7,6,7,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,0.58,1,,1,8,4,0,1,0,0,
262,278,female,29,32,3,european/caucasian-american,european/caucasian-american,1,1,10,psychology,25,15,20,25,10,5,5,5,6,7,7,2,10,40,20,20,0,10,6,10,5,9,3,6,8,8,8,8,3,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,0.14,1,,1,7,3,0,0,1,0,
262,279,female,29,25,4,european/caucasian-american,european/caucasian-american,1,1,10,psychology,27,15,28,10,10,10,6,8,9,3,7,4,10,40,20,20,0,10,6,10,5,9,3,7,7,8,7,6,4,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,0.44,1,,1,7,2,0,0,0,0,
262,280,female,29,25,4,european/caucasian-american,european/caucasian-american,1,1,10,psychology,25,20,30,15,5,5,3,7,7,5,7,4,10,40,20,20,0,10,6,10,5,9,3,6,9,9,7,6,6,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,0.42,1,,1,7,6,0,0,0,0,
262,281,female,29,27,2,european/caucasian-american,european/caucasian-american,1,1,10,psychology,20,20,20,15,5,20,6,7,7,5,3,4,10,40,20,20,0,10,6,10,5,9,3,6,7,8,7,6,7,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,0.34,1,,1,7,4,0,0,1,0,
262,282,female,29,23,6,european/caucasian-american,black/african american,0,1,10,psychology,25,15,20,20,10,10,7,7,7,7,7,7,10,40,20,20,0,10,6,10,5,9,3,8,8,7,7,7,6,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,0.47,1,,1,6,6,0,0,1,0,
262,283,female,29,27,2,european/caucasian-american,asian/pacific islander/asian-american,0,1,10,psychology,50,10,10,10,10,10,10,10,10,10,10,10,10,40,20,20,0,10,6,10,5,9,3,6,7,7,7,7,5,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,0.53,1,,1,7,6,0,0,1,0,
262,284,female,29,27,2,european/caucasian-american,european/caucasian-american,1,1,10,psychology,25,20,25,20,10,0,5,9,,6,,,10,40,20,20,0,10,6,10,5,9,3,8,8,8,6,7,6,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,0.32,1,,1,7,5,0,0,0,0,
262,285,female,29,24,5,european/caucasian-american,other,0,1,10,psychology,20,20,25,25,5,5,7,7,7,7,7,7,10,40,20,20,0,10,6,10,5,9,3,6,8,8,8,6,5,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,-0.09,1,,1,8,4,0,0,1,0,
262,286,female,29,22,7,european/caucasian-american,european/caucasian-american,1,1,10,psychology,10,15,25,15,15,20,7,,9,7,,,10,40,20,20,0,10,6,10,5,9,3,7,9,8,7,6,5,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,-0.06,1,,1,8,5,0,0,0,0,
262,287,female,29,22,7,european/caucasian-american,asian/pacific islander/asian-american,0,1,10,psychology,35,40,5,5,7,8,6,8,6,6,5,6,10,40,20,20,0,10,6,10,5,9,3,6,7,8,6,9,4,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,-0.09,1,,1,6,3,0,0,1,0,
262,288,female,29,27,2,european/caucasian-american,european/caucasian-american,1,1,10,psychology,20,20,15,25,10,10,4,7,7,6,5,5,10,40,20,20,0,10,6,10,5,9,3,9,8,7,8,6,6,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,0.6,1,,1,7,2,0,0,0,0,
262,289,female,29,28,1,european/caucasian-american,asian/pacific islander/asian-american,0,1,10,psychology,20,30,10,20,0,20,6,9,9,7,6,8,10,40,20,20,0,10,6,10,5,9,3,8,8,9,8,8,8,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,0.5,1,,1,8,7,0,0,1,0,
262,290,female,29,34,5,european/caucasian-american,european/caucasian-american,1,1,10,psychology,30,10,30,10,5,15,3,5,6,5,6,3,10,40,20,20,0,10,6,10,5,9,3,6,6,7,6,7,5,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,0.6,1,,1,6,2,0,0,0,0,
262,291,female,29,27,2,european/caucasian-american,asian/pacific islander/asian-american,0,1,10,psychology,20,20,15,15,12,18,5,10,9,7,6,6,10,40,20,20,0,10,6,10,5,9,3,7,8,8,7,8,6,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,0.62,1,,1,7,4,0,0,1,0,
262,292,female,29,28,1,european/caucasian-american,black/african american,0,1,10,psychology,20,18,20,17,10,15,10,10,10,4,5,4,10,40,20,20,0,10,6,10,5,9,3,10,9,9,6,6,5,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,0.48,1,,1,9,2,0,0,0,0,
262,293,female,29,28,1,european/caucasian-american,latino/hispanic american,0,1,10,psychology,23,18,21,18,10,10,3,8,7,4,4,3,10,40,20,20,0,10,6,10,5,9,3,8,8,8,8,8,3,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,0.31,1,,1,7,3,0,0,0,0,
263,273,female,26,29,3,black/african american,european/caucasian-american,0,9,10,psychology,30,25,18,18,4,5,2,8,8,9,7,4,20,20,20,10,20,10,8,8,8,8,5,8,10,10,9,10,5,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,0.39,1,,2,8,5,0,1,0,0,
263,274,female,26,24,2,black/african american,latino/hispanic american,0,9,10,psychology,30,10,20,20,10,10,7,8,9,9,8,9,20,20,20,10,20,10,8,8,8,8,5,8,9,8,7,8,5,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,0.72,1,,2,7,2,0,1,1,1,
263,275,female,26,21,5,black/african american,european/caucasian-american,0,9,10,psychology,25,10,25,5,10,25,6,6,7,5,7,7,20,20,20,10,20,10,8,8,8,8,5,5,10,9,7,7,7,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,0.23,1,,2,8,1,0,0,1,0,
263,276,female,26,26,0,black/african american,european/caucasian-american,0,9,10,psychology,24,16,28,14,8,10,8,5,7,8,7,8,20,20,20,10,20,10,8,8,8,8,5,5,9,7,7,7,3,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,0.2,1,,2,7,0,0,0,1,0,
263,277,female,26,25,1,black/african american,european/caucasian-american,0,9,10,psychology,60,20,0,20,0,0,6,8,7,8,,3,20,20,20,10,20,10,8,8,8,8,5,8,8,8,8,8,0,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,-0.08,1,,2,7,0,0,0,0,0,
263,278,female,26,32,6,black/african american,european/caucasian-american,0,9,10,psychology,25,15,20,25,10,5,8,8,8,8,8,2,20,20,20,10,20,10,8,8,8,8,5,4,7,7,7,7,3,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,0.57,1,,2,7,2,0,0,1,0,
263,279,female,26,25,1,black/african american,european/caucasian-american,0,9,10,psychology,27,15,28,10,10,10,8,8,8,9,6,4,20,20,20,10,20,10,8,8,8,8,5,9,9,8,9,7,5,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,-0.07,1,,2,8,2,0,0,0,0,
263,280,female,26,25,1,black/african american,european/caucasian-american,0,9,10,psychology,25,20,30,15,5,5,6,7,8,8,7,5,20,20,20,10,20,10,8,8,8,8,5,6,9,9,9,7,3,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,0.42,1,,2,8,5,0,0,1,0,
263,281,female,26,27,1,black/african american,european/caucasian-american,0,9,10,psychology,20,20,20,15,5,20,6,7,9,7,8,6,20,20,20,10,20,10,8,8,8,8,5,7,4,9,6,7,3,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,0.64,1,,2,7,3,0,0,1,0,
263,282,female,26,23,3,black/african american,black/african american,1,9,10,psychology,25,15,20,20,10,10,8,8,8,8,8,8,20,20,20,10,20,10,8,8,8,8,5,9,9,9,9,9,8,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,-0.44,1,,2,9,8,0,1,1,1,
263,283,female,26,27,1,black/african american,asian/pacific islander/asian-american,0,9,10,psychology,50,10,10,10,10,10,1,1,1,1,1,1,20,20,20,10,20,10,8,8,8,8,5,8,10,9,9,9,5,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,-0.27,1,,2,7,7,0,1,0,0,
263,284,female,26,27,1,black/african american,european/caucasian-american,0,9,10,psychology,25,20,25,20,10,0,6,6,,6,,,20,20,20,10,20,10,8,8,8,8,5,6,10,9,6,8,3,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,0.68,1,,2,6,2,0,0,0,0,
263,285,female,26,24,2,black/african american,other,0,9,10,psychology,20,20,25,25,5,5,6,6,6,6,6,6,20,20,20,10,20,10,8,8,8,8,5,6,10,8,7,8,6,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,0.24,1,,2,7,6,0,0,1,0,
263,286,female,26,22,4,black/african american,european/caucasian-american,0,9,10,psychology,10,15,25,15,15,20,8,7,8,7,5,8,20,20,20,10,20,10,8,8,8,8,5,6,10,10,9,10,5,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,0.26,1,,2,8,5,0,0,1,0,
263,287,female,26,22,4,black/african american,asian/pacific islander/asian-american,0,9,10,psychology,35,40,5,5,7,8,4,8,8,8,6,,20,20,20,10,20,10,8,8,8,8,5,,,,,,,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,0.57,1,,2,,,,0,0,0,
263,288,female,26,27,1,black/african american,european/caucasian-american,0,9,10,psychology,20,20,15,25,10,10,6,5,7,7,6,7,20,20,20,10,20,10,8,8,8,8,5,5,10,9,7,7,7,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,0.18,1,,2,8,1,0,1,1,1,
263,289,female,26,28,2,black/african american,asian/pacific islander/asian-american,0,9,10,psychology,20,30,10,20,0,20,7,9,8,8,5,7,20,20,20,10,20,10,8,8,8,8,5,6,10,9,10,8,5,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,0.18,1,,2,10,6,0,1,1,1,
263,290,female,26,34,8,black/african american,european/caucasian-american,0,9,10,psychology,30,10,30,10,5,15,5,7,8,7,7,8,20,20,20,10,20,10,8,8,8,8,5,8,9,9,9,8,7,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,0.31,1,,2,8,6,,1,1,1,
263,291,female,26,27,1,black/african american,asian/pacific islander/asian-american,0,9,10,psychology,20,20,15,15,12,18,5,10,8,8,6,6,20,20,20,10,20,10,8,8,8,8,5,4,10,10,8,10,2,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,-0.2,1,,2,8,4,0,0,1,0,
263,292,female,26,28,2,black/african american,black/african american,1,9,10,psychology,20,18,20,17,10,15,6,10,10,8,7,6,20,20,20,10,20,10,8,8,8,8,5,10,8,9,10,10,7,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,-0.2,1,,2,9,4,0,1,1,1,
263,293,female,26,28,2,black/african american,latino/hispanic american,0,9,10,psychology,23,18,21,18,10,10,4,8,8,8,7,5,20,20,20,10,20,10,8,8,8,8,5,9,9,9,4,10,3,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,0.22,1,,2,7,4,0,0,0,0,
264,273,female,26,29,3,european/caucasian-american,european/caucasian-american,1,1,3,english,30,25,18,18,4,5,5,6,5,5,7,3,15,15,25,20,5,20,8,7,8,9,5,3,6,6,5,6,3,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,0.32,3,,2,2,3,0,0,0,0,
264,274,female,26,24,2,european/caucasian-american,latino/hispanic american,0,1,3,english,30,10,20,20,10,10,6,7,8,8,9,8,15,15,25,20,5,20,8,7,8,9,5,6,8,8,8,7,6,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,0.14,3,,2,8,6,0,1,1,1,
264,275,female,26,21,5,european/caucasian-american,european/caucasian-american,1,1,3,english,25,10,25,5,10,25,5,8,7,7,5,6,15,15,25,20,5,20,8,7,8,9,5,5,6,7,5,8,5,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,0.4,3,,2,5,6,0,0,1,0,
264,276,female,26,26,0,european/caucasian-american,european/caucasian-american,1,1,3,english,24,16,28,14,8,10,8,9,6,8,5,7,15,15,25,20,5,20,8,7,8,9,5,5,6,7,6,6,6,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,0.57,3,,2,6,5,0,0,1,0,
264,277,female,26,25,1,european/caucasian-american,european/caucasian-american,1,1,3,english,60,20,0,20,0,0,6,6,7,7,,,15,15,25,20,5,20,8,7,8,9,5,6,6,7,7,6,6,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,0.48,3,,2,6,6,0,1,0,0,
264,278,female,26,32,6,european/caucasian-american,european/caucasian-american,1,1,3,english,25,15,20,25,10,5,3,5,7,5,5,2,15,15,25,20,5,20,8,7,8,9,5,3,6,7,7,7,3,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,0.57,3,,2,6,3,0,0,0,0,
264,279,female,26,25,1,european/caucasian-american,european/caucasian-american,1,1,3,english,27,15,28,10,10,10,7,7,9,7,6,6,15,15,25,20,5,20,8,7,8,9,5,7,8,8,8,7,5,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,0.73,3,,2,7,6,0,1,1,1,
264,280,female,26,25,1,european/caucasian-american,european/caucasian-american,1,1,3,english,25,20,30,15,5,5,7,7,7,8,7,7,15,15,25,20,5,20,8,7,8,9,5,5,7,8,7,5,6,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,0.54,3,,2,6,6,1,1,1,1,
264,281,female,26,27,1,european/caucasian-american,european/caucasian-american,1,1,3,english,20,20,20,15,5,20,5,4,6,3,3,2,15,15,25,20,5,20,8,7,8,9,5,4,4,6,3,6,5,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,0.31,3,,2,3,3,0,0,1,0,
264,282,female,26,23,3,european/caucasian-american,black/african american,0,1,3,english,25,15,20,20,10,10,7,7,7,7,7,7,15,15,25,20,5,20,8,7,8,9,5,8,8,7,5,5,6,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,-0.06,3,,2,6,5,1,1,1,1,
264,283,female,26,27,1,european/caucasian-american,asian/pacific islander/asian-american,0,1,3,english,50,10,10,10,10,10,10,10,10,10,10,10,15,15,25,20,5,20,8,7,8,9,5,4,8,8,8,6,4,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,0.16,3,,2,6,3,1,0,1,0,
264,284,female,26,27,1,european/caucasian-american,european/caucasian-american,1,1,3,english,25,20,25,20,10,0,6,6,,4,,,15,15,25,20,5,20,8,7,8,9,5,7,8,8,6,6,5,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,0.61,3,,2,6,6,0,1,0,0,
264,285,female,26,24,2,european/caucasian-american,other,0,1,3,english,20,20,25,25,5,5,7,7,7,7,7,7,15,15,25,20,5,20,8,7,8,9,5,2,5,6,2,6,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,-0.19,3,,2,3,4,0,0,1,0,
264,286,female,26,22,4,european/caucasian-american,european/caucasian-american,1,1,3,english,10,15,25,15,15,20,8,,8,,,,15,15,25,20,5,20,8,7,8,9,5,4,7,7,7,5,5,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,0.22,3,,2,5,5,0,0,0,0,
264,287,female,26,22,4,european/caucasian-american,asian/pacific islander/asian-american,0,1,3,english,35,40,5,5,7,8,8,8,8,8,7,10,15,15,25,20,5,20,8,7,8,9,5,2,3,6,4,6,5,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,0.1,3,,2,3,3,0,0,1,0,
264,288,female,26,27,1,european/caucasian-american,european/caucasian-american,1,1,3,english,20,20,15,25,10,10,3,4,5,3,3,5,15,15,25,20,5,20,8,7,8,9,5,8,7,7,7,7,6,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,0.38,3,,2,7,6,0,1,0,0,
264,289,female,26,28,2,european/caucasian-american,asian/pacific islander/asian-american,0,1,3,english,20,30,10,20,0,20,8,8,5,5,6,7,15,15,25,20,5,20,8,7,8,9,5,6,8,8,8,7,8,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,0.32,3,,2,6,8,1,0,1,0,
264,290,female,26,34,8,european/caucasian-american,european/caucasian-american,1,1,3,english,30,10,30,10,5,15,3,5,7,5,7,4,15,15,25,20,5,20,8,7,8,9,5,5,6,7,7,7,5,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,0.41,3,,2,6,4,0,0,0,0,
264,291,female,26,27,1,european/caucasian-american,asian/pacific islander/asian-american,0,1,3,english,20,20,15,15,12,18,5,8,7,6,6,6,15,15,25,20,5,20,8,7,8,9,5,7,6,6,3,6,5,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,0.4,3,,2,6,4,0,0,1,0,
264,292,female,26,28,2,european/caucasian-american,black/african american,0,1,3,english,20,18,20,17,10,15,6,10,10,7,7,4,15,15,25,20,5,20,8,7,8,9,5,6,7,6,7,6,6,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,0.41,3,,2,6,4,0,0,1,0,
264,293,female,26,28,2,european/caucasian-american,latino/hispanic american,0,1,3,english,23,18,21,18,10,10,5,6,7,6,6,3,15,15,25,20,5,20,8,7,8,9,5,3,7,6,4,6,4,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,0.05,3,,2,3,4,0,0,0,0,
265,273,female,32,29,3,european/caucasian-american,european/caucasian-american,1,3,3,law and english literature [j.d./ph.d.],30,25,18,18,4,5,5,7,9,4,8,9,15,5,45,10,15,10,7,9,7,10,10,6,6,6,4,4,9,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1,0.23,3,,0,6,3,0,1,0,0,
265,274,female,32,24,8,european/caucasian-american,latino/hispanic american,0,3,3,law and english literature [j.d./ph.d.],30,10,20,20,10,10,4,3,2,0,4,2,15,5,45,10,15,10,7,9,7,10,10,5,6,6,4,4,3,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1,0.52,3,,0,5,1,0,0,0,0,
265,275,female,32,21,11,european/caucasian-american,european/caucasian-american,1,3,3,law and english literature [j.d./ph.d.],25,10,25,5,10,25,6,6,7,4,5,7,15,5,45,10,15,10,7,9,7,10,10,8,6,10,5,6,8,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1,0.24,3,,0,6,1,0,0,1,0,
265,276,female,32,26,6,european/caucasian-american,european/caucasian-american,1,3,3,law and english literature [j.d./ph.d.],24,16,28,14,8,10,3,4,6,2,3,4,15,5,45,10,15,10,7,9,7,10,10,6,5,8,4,6,8,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1,0.52,3,,0,8,2,0,0,0,0,
265,277,female,32,25,7,european/caucasian-american,european/caucasian-american,1,3,3,law and english literature [j.d./ph.d.],60,20,0,20,0,0,5,8,7,5,9,3,15,5,45,10,15,10,7,9,7,10,10,5,6,6,5,6,4,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1,0.24,3,,0,7,2,0,0,0,0,
